pid,intent,source,utterance,response,subcat
103763,REWARDS,airlines.csv:25439,<cust__ __company__ when will ba extend the __num__ % discount for ba/chase cardmembers ? i am a cardmember and am trying to book flights for __num__ . __cust>,"<rep__ __cust__ hi sam , i 'm afraid this is a credit card proposition you 'll need to speak with chase about . we 're unable to assist with this query . ^kimbers __rep>",
2249059,TERMFACS,airlines.csv:8989,<cust__ big thanks to caprica hargrove in __airport_code__ sky club . she went above and beyond in helping me . woo hoo ! __company__ __twitter_tag__ __cust>,"<rep__ __cust__ awesome , that 's great to hear john . i will make sure to send over your compliment . we appreciate you flying with us , thanks for choosing delta ! __initials__ __rep>",
2301431,INFLIGHTFACS,airlines.csv:21960,<cust__ thanks for the upgrade __company__ for my flight to memphis ! __twitter_tag__ __twitter_tag__ __twitter_tag__ __twitter_tag__ __twitter_tag__ __cust>,<rep__ __cust__ it 's our pleasure to have your smiling face up front with us this morning ! have a fabulous flight . __rep>,
476432,CUSTSUPP,airlines.csv:26490,"<cust__ __company__ social media are excellent , very fast response and a very happy customer ! __cust>","<rep__ __cust__ thanks , jon ! we 're here __num__ / __num__ if you need anything else . ^cecilia __rep>",
1204517,REWARDS,airlines.csv:5006,<cust__ looks like platinum medallion on __company__ next year . i guess four flights to europe will do that for you . __cust>,"<rep__ __cust__ congratulations , in advance ! thank you for your continued loyalty . have a day ! __initials__ __rep>",
1222921,OTHER,airlines.csv:37265,<cust__ __company__ is lowkey the best airline . ill never fly anything else fr . __cust>,"<rep__ __cust__ we 're high key so excited that you feel that way , moe . together forever . __initials__ __rep>",
570378,OTHER,airlines.csv:26754,<cust__ just watched the __company__ cabin crew panto __twitter_tag__ __twitter_at__ absolutely brilliant . all so talented . very proud of you all . well done __cust>,"<rep__ __cust__ hi shaun . we 're glad you enjoyed the panto . i 've never seen it yet , but heard good things about it . thanks for letting us know . ^neil __rep>",
102317,DELAY,airlines.csv:12215,"<cust__ in a bizarre twist , id like to thank __company__ for delaying my flight several hours , affording me ample time to sip this blood orange mimosa which was more necessary than i realized . __cust>","<rep__ __cust__ sounds like you found the __twitter_tag__ ! __rep> <cust__ __company__ i dont know what linning is , but sure ! __cust> <rep__ __cust__ oh no , brooke . you caught us . now you know we 're human , __twitter_tag__ . __twitter_tag__ ! __rep>",
2212092,OTHER,airlines.csv:31816,<cust__ annapolis bound via baltimore with __company__ this afternoon __cust>,<rep__ __cust__ we 're looking forward to welcoming you on board . ^linda __rep>,
2075796,FLIGHTSTAFF,airlines.csv:20710,"<cust__ i just flew from __airport_code__ to __airport_code__ on __company__ flight __num__ with julie , perhaps the best flight attendant ever . thank you , julie , for your help and kindness . __cust>","<rep__ __cust__ julie sounds like a real __twitter_tag__ and we 'll be sure to share this with her managers ! thanks for taking the time to let us know . __rep> <cust__ __company__ thank you very much . i travel quite a bit , and julie truly stood out to me yesterday . __cust> <rep__ __cust__ she 's one of the best and we 've passed on the fabulous kudos to our __twitter_tag__ ! __rep>",
2053041,OTHER,airlines.csv:31340,"<cust__ bought them flight tickets , here i come london ! next week . __company__ __cust>","<rep__ __cust__ wow how fantastic ! is this your __num__ st visit to london ? ^lisa __rep> <cust__ __company__ it is __cust> <rep__ __cust__ hi there , we 're looking forward to welcoming you on board . have a great time in london . ^bm __rep>",
1830997,FLIGHTSTAFF,airlines.csv:7517,"<cust__ __company__ approve the flight attendant for dl __num__ . you are delaying our flight back to __airport_code__ . crew said `` we are ready , waiting on corporate '' ! ! ! ! __cust>","<rep__ __cust__ hi , there . unfortunately , we are not part of our corporate care . __initials__ __rep> <cust__ __company__ umm , so who are you if not corporate . __cust> <rep__ __cust__ we can handle changes and questions regarding your reservation . however , that call is made by our corporate team , not by our twitter ... __num__ / __num__ __rep>",
219671,TERMOPS,airlines.csv:12530,"<cust__ __company__ - # __num__ __airport_code__ -lga arrives early . bags unloaded , people still on plane . multiple calls for gate agent=nothing . becoming the norm __cust>","<rep__ __cust__ sorry for the wait tonight . we always want to get you on your way as quickly as possible . __rep> <cust__ __company__ thanks . it 's becoming the normal instead of exception with the waits __num__ minutes or more . __cust> <rep__ __cust__ it 's great when we arrive early but sometimes the gate is n't ready for us , but we 're sorry again for the extra time on board . __rep>",
1171108,OTHER,airlines.csv:28695,<cust__ __company__ how can you launch a website that does n't work ? every time i login and go to manage flights it redirects me to main page ? ? ? __cust>,"<rep__ __cust__ this does n't sound right , phil . have you tried using another browser ? ^jane __rep>",
81197,FLIGHTSTAFF,airlines.csv:34111,<cust__ __company__ thank you for another amazing flight with great customer service ! __cust>,"<rep__ __cust__ we 're glad you enjoyed our southwest hospitality this morning , andrea ! we 'll see you back at __num__ k next time . __initials__ __rep>",
2513251,CHECKIN,airlines.csv:32589,"<cust__ __company__ why is your online checkin not working ? im blocked now , after being thrown out the form several times ... stressed . __cust>","<rep__ __cust__ hi , apologies about any issues checking in online . when are you flying with us ? check in opens __num__ hours before departure . ^pip __rep> <cust__ __company__ it 's been a drag ever since i booked and tried __num__ out of __num__ attempts . flying in t- __num__ now.. __cust> <rep__ __cust__ hi , please accept our apologies for the inconvenience you 've experienced . let us know if there 's anything we can do to help . ^l __rep>",
2788829,BOOKFLT,airlines.csv:33448,<cust__ i presume someone has pointed out to __company__ that booking a flight on their new website is borderline impossible __cust>,"<rep__ __cust__ we 're sorry to hear you 're having difficulty online , chris . are you receiving an error message ? ^julier __rep>",
1465501,DELAY,airlines.csv:29469,<cust__ __company__ flight to dalaman has been delayed . travelling with a baby . will there be enough time to get to the gate ? __cust>,<rep__ __cust__ we 're sorry for the delay in responding to you . we hope you were n't too inconvenienced . ^kit __rep>,
2753847,REWARDS,airlines.csv:11059,"<cust__ __company__ any advice for someone whos missing the next elite status by __num__ , __num__ miles ? __cust>","<rep__ __cust__ oh no ! sorry to hear that , alex . when you book a higher fare class , youll be rewarded with even more mqms . __initials__ __rep>",
2617694,CHECKIN,airlines.csv:41771,<cust__ __company__ i 'm afraid i 'm about to miss my flight . what should i do if i do n't make it on time ? __cust>,<rep__ __cust__ head straight to the gate agent working your flight and they 'll help you out . try and hurry ! __initials__ __rep> <cust__ __company__ we made it . right as our group was boarding . could n't have been closer . thanks for the help ! __cust> <rep__ __cust__ whew ! glad you made it . that was a close one . enjoy your weekend stress free now ! __initials__ __rep>,
1648021,OTHER,airlines.csv:6859,<cust__ we figured out how __num__ fly __num__ s years ago but __airport_code__ __num__ airline has gained the wisdom __num__ board from the rear __num__ st __twitter_at__ __company__ __twitter_at__ __cust>,"<rep__ __cust__ your feedback is truly appreciated , ryan ! __rep> <cust__ __twitter_at__ yeah hmmmm mmmmm __cust>",
1103484,FLIGHTSTAFF,airlines.csv:16498,<cust__ thank you to the crews who worked the holidays so everyone else could be w/ their families ! __company__ __twitter_tag__ __cust>,<rep__ __cust__ thanks for the positivity ! our crew 's working hard this season and your kindness is sincerely appreciated . __rep>,
685987,INFLIGHTFACS,airlines.csv:2535,"<cust__ so glad i took time investigate the aircraft & __airport_code__ -book a specific seat on __company__ , so some alpaca could waltz at the last min & take my seat . __twitter_tag__ __twitter_tag__ __cust>",<rep__ __cust__ please accept our apology for the unfavorable impression you received in this instance . we appreciate your selection of delta and will always consider it a privilege to be of service . __initials__ __rep>,
1480529,CHGFLT,airlines.csv:29515,<cust__ __company__ on ba __num__ from __airport_code__ to __airport_code__ and connecting to ba __num__ to __airport_code__ at __num__ . first flight delayed and will miss connection . help ? __num__ / __num__ __cust>,"<rep__ __cust__ hi johnathan , we 're sorry for the delay to your flight from edinburgh . our airport staff will advise about your onward flight to __num__ / __num__ __rep>",
1159525,INFLIGHTENT,airlines.csv:4758,<cust__ i havent been home for more than __num__ hours in a month and a half but i looooove reading the __company__ sky magazines __cust>,<rep__ __cust__ glad you have something to keep you comfortable . enjoy ! __initials__ __rep>,
716278,OTHER,airlines.csv:35749,<cust__ we __airport_code__ now within __airport_code__ twelve hour mark ! countdown to __company__ flight from __airport_code__ to __airport_code__ in the morning . : ) __cust>,<rep__ __cust__ we are counting down the minutes until we can welcome you onboard with open wings soon ! __initials__ __rep>,
2471510,DELAY,airlines.csv:32467,<cust__ finally real congrats to __company__ for leaving on time gatwick ... is it really happening ? __cust>,"<rep__ __cust__ hi benito , i 'm sorry if you 've had bad experiences in the past . i 'm glad the flight has left on time . ^tom __rep>",
1284107,BAGGAGE,airlines.csv:17467,<cust__ saga w __company__ continues . told me they sent a voucher __num__ x but i have yet to receive it . __money__ luggage refund ! awaiting __money__ ticket refund . __cust>,<rep__ __cust__ did you check your spam and junk folders ? let us know as soon as you can . __rep>,
1494869,OTHER,airlines.csv:6253,<cust__ hey __company__ - want a customer who flies a lot and isnt happy with __twitter_at__ s service ? asking for a friend . __cust>,"<rep__ __cust__ that 's music to our ears ! we 're definitely looking forward to welcoming you onboard daniel ! __twitter_tag__ __initials__ __rep> <cust__ __company__ cool . let me know about matching status and im all yours . cc : __twitter_at__ __cust> <rep__ __cust__ we will give you the equivalent medallion status for three months complimentary . plus , youll even have the opportunity to extend ... __num__ / __num__ __rep>",
245021,DELAY,airlines.csv:25777,<cust__ __company__ why was ba __num__ canx today __num__ / __num__ ? am i entitled to compensation ? put on next flight __num__ hours later.. __cust>,"<rep__ __cust__ ba __num__ was cancelled due to adverse weather conditions . i 'm afraid compensation will not be payable , as it 's outside of our control . ^leanne __rep> <cust__ __company__ where was the adverse weather conditions ? __airport_code__ ? thanks . __cust> <rep__ __cust__ hi edward , high winds across parts of the uk and europe affected some of our short-haul and domestic flights today . ^linda __rep> <cust__ __company__ some = __num__ flights out of __num__ s from __airport_code__ . but flight was canx __num__ hours before outbound ba __num__ . equipment used for alternative route.. not happy . __cust> <rep__ __cust__ we appreciate your disappointment , edward . air traffic control require additional landing and take-off time for each aircraft . we __num__ / __num__ __rep> <cust__ __company__ __cust__ but that would mean a delay and not a cancellation , or have i missed something ? __cust>",
891613,CUSTSUPP,airlines.csv:27786,<cust__ __company__ its a nuisance talking to your cs ! not ready to put forward my issue to the management . thanks but no thanks monica ! __twitter_tag__ __cust>,"<rep__ __cust__ hi kunal , we 're sorry you 're disappointed with the experience . we 'll certainly feed this back . ^sam __rep> <cust__ __company__ __twitter_tag__ to hear back from you soon ! ! thanks __cust> <cust__ __company__ are you gon na take any action on the issue __company__ or just make a fool of your customer ? ! __twitter_tag__ __cust>",
2272218,TERMOPS,airlines.csv:32013,<cust__ on a plane with a very sick passenger __company__ crew really good ... i do question why __twitter_at__ are taking forever to get emergency staff here ... __twitter_tag__ __cust>,"<rep__ __cust__ we 're concerned to hear this , phil . which flight were you on ? ^chris __rep>",
813413,DELAY,airlines.csv:15084,<cust__ __company__ how come every time i get on your plane it breaks ? __cust>,"<rep__ __cust__ we always want to be ready to go for you , tracie . our maintenance team will work hard to have you airborne as soon as possible ! __rep>",
689725,DELAY,airlines.csv:14592,<cust__ __company__ why are all flights from __airport_code__ to boston this thanksgiving morning on a maintenance delay ? my flight delayed __num__ hrs but weather is n't issue -- rep at counter told me it 's for maintenance . please help ! __cust>,<rep__ __cust__ out apologies for the delay to boston this morning . please check with an agent to see if they can help get you on an earlier flight . __rep> <cust__ __company__ __num__ of __num__ __airport_code__ -boston flights on aa in first half of day are delayed for maintenance ! did someone oversleep or something ? the one non-delayed flight has a __num__ -person standby list ... __cust>,
890716,INFLIGHTENT,airlines.csv:15404,<cust__ __company__ has the best little cookies __cust>,<rep__ __cust__ we 're glad you like them ! tasty little treats . __rep>,
1430405,INFLIGHTENT,airlines.csv:29380,<cust__ yo __company__ you guys gon na have game __num__ of the world series on the flight tonight ? __cust>,"<rep__ __cust__ we do n't have live streaming on any of our flights , dylan . despite this , we hope you have a great flight ! ^liz __rep>",
2378708,BOOKFLT,airlines.csv:41071,<cust__ soooo can i get any good deals on plane tickets on black friday next week ? __company__ __cust>,"<rep__ __cust__ hey , jayci . depending on where you wan na go , be sure to check online for our best prices ! __initials__ __rep>",
1310569,TERMOPS,airlines.csv:5520,<cust__ __company__ your agents are wonderful ! shout out to janelle who helped me reroute to dublin and the agents that got my bags on my new flight . __cust>,<rep__ __cust__ awesome . thank you for the shout out ! __initials__ __rep>,
444602,OTHER,airlines.csv:1684,<cust__ __company__ my passport expires in february __num__ . can i fly to __airport_code__ in december __num__ ? thanks for the answer __cust>,"<rep__ __cust__ hi , nancy . please contact your local government embassy in order to receive the most current information regarding your travel . __initials__ __rep>",
1168956,INFLIGHTENT,airlines.csv:37121,<cust__ curious what the final score was for the basketball game that was played on the __company__ commercial . __cust>,"<rep__ __cust__ we won in spirit , coach , that 's the important part . a lot to a little . __initials__ __rep>",
2218598,OTHER,airlines.csv:40541,<cust__ __company__ you called me at __num__ pm for a __num__ pm flight and still could n't get a plane here before __num__ pm ? ? ? really ? please do better __cust>,"<rep__ __cust__ our apologies for the trouble , linda . we 're working hard to get you on your way asap ! thanks for your patience . __initials__ __rep>",
1228138,INFLIGHTENT,airlines.csv:5145,"<cust__ shout out to __company__ for enabling text in the air . im scrambling to get home for the birth of my son , and this provides some peace of mind ! __cust>",<rep__ __cust__ hello jonathan ! congratulations on the new arrival ! we are very glad to help in any way we can . thank you for flying with delta ! __initials__ __rep> <cust__ __company__ please just depart on time ( __airport_code__ __num__ ) and land safely ! : ) __cust> <rep__ __cust__ we will do our best to get you home as quickly as possible . __initials__ __rep>,
1812075,INFLIGHTFACS,airlines.csv:7452,<cust__ __company__ i want to upgrade a seat on an upcoming flight . am i able to use miles to do so ? __cust>,"<rep__ __cust__ it may be possible . for more information regarding upgrading your ticket , please contact our reservations team at __num__ . __num__ . __initials__ __rep>",
1388617,OTHER,airlines.csv:29277,<cust__ just watched __company__ __twitter_tag__ vid and cried like a baby . joe 's story is inspiring . 'the rest of my life is the best of my life . ' __cust>,"<rep__ __cust__ thanks jeremy , we agree , it 's so touching and such a wonderful surprise ! ^danielle __rep>",
501102,CHGFLT,airlines.csv:13880,<cust__ __company__ flight cancelled its a mess in cancun ! call me to help me find my way home __num__ __cust>,"<rep__ __cust__ we have a flight leaving at __num__ connecting in __airport_code__ and arriving __airport_code__ at __num__ p. did you want us to rebook you on that ? __rep> <cust__ __company__ just book it they will know at counter correct ? __cust> <rep__ __cust__ we 're unable to give you a call , but we have __num__ seats held for you on that flight . please work with our airport team for boarding passes . __rep> <cust__ __company__ fabulous ! ! ! thank you ! ! ! ! __cust> <rep__ __cust__ you bet ! __rep>",
2595185,NEWFEAT,airlines.csv:41686,<cust__ so __company__ announced on my birthday that they will be adding flights to hawai'i in __num__ . it 's a sign . __twitter_tag__ __num__ __twitter_at__ __cust>,"<rep__ __cust__ we second that , greg ! hopefully we 'll get to say aloha to you onboard next year . __initials__ __rep> <cust__ __company__ make it so . : ) __cust>",
1820756,REWARDS,airlines.csv:7490,"<cust__ who knew it would be so difficult for __company__ to honor a gift card ? __num__ phone calls , __num__ hours on the phone , they cut me off and no results ... __cust>","<cust__ __company__ im still having trouble ... this is ongoing not past tense . __cust> <rep__ __cust__ hi brett , are you having trouble redeeming the gift card , or did you purchase a gift card and never receive it ? __initials__ __rep>",
2025190,BOOKFLT,airlines.csv:31271,<cust__ __company__ do you charge a credit card fee for bookings made with you on a british airways amex card ? thanks __cust>,"<rep__ __cust__ hi chris , the usual charges apply to using a credit card . when you select the card at the payment stage , it will advise you of the fees . ^li __rep>",
705828,BAGGAGE,airlines.csv:27206,<cust__ i remember the day __company__ told me to wait at my apartment because my suitcase was on its way in a taxi . it was n't ... __cust>,"<rep__ __cust__ hi there . apologies for the late reply . reading your message , was this baggage delay recent ? ^n __rep>",
2070178,INFLIGHTFACS,airlines.csv:31411,"<cust__ __company__ checkin shambles . downgrading me due to overbooking , no apology from check-in agent nor will to help . __cust>","<rep__ __cust__ hi alejandro , please accept our apologies for the issues you 've experienced due to overbooking . we 've passed on your comments . ^l __rep>",
2342862,TERMOPS,airlines.csv:9306,"<cust__ __company__ new zone lines dont work - no room in boarding areas with seating , lines get confused . please discontinue ! __twitter_tag__ __cust>","<rep__ __cust__ hi , christina , i can understand your frustration and i 'm very sorry . i will forward your comments to my leadership team . __initials__ __rep> <cust__ __company__ thanks ! i understand the strategy , but honestly the controlled chaos around the boarding gate works better , less confusion . __cust> <rep__ __cust__ we sincerely appreciate the feedback , christina . we are continuously looking ways to improve our overall services , and your feedback will help us to do so . thank you so much for tweeting us today . __initials__ __rep>",
1608770,BOOKFLT,airlines.csv:29958,"<cust__ __company__ hi , im trying to confirm a booking i have on hold , but keep getting an error msg . __cust>","<rep__ __cust__ hi shamia , can you please direct message your full name , email and contact number and we can take a look into this for you ? ^tom __rep> <cust__ __company__ hi tom , called your team this morning . all sorted now thanks ! __cust> <rep__ __cust__ hi shamia , that 's great you managed to get it sorted . if you need anything else , we 're here __num__ / __num__ . thanks . ^raj __rep>",
1087938,INFLIGHTENT,airlines.csv:16392,"<cust__ so __company__ got the kendrick , nav & yg album available . i feel it . __cust>","<rep__ __cust__ of course , we love good music . glad you 're enjoying it . __rep>",
1490147,DELAY,airlines.csv:18316,"<cust__ __company__ beautiful day to fly , but delayed flight __airport_code__ to __airport_code__ . business as usual on aa . __cust>","<rep__ __cust__ we 're sorry for the wait , terrill . we 'll have you wheel 's up and on your way as soon as possible . __rep>",
2701851,CHGFLT,airlines.csv:23907,"<cust__ shoutout to __company__ for refunding my miles on a trip i had to cancel due to last-minute knee surgery next week - thanks , aa ! __cust>","<rep__ __cust__ thanks for the shout-out ! we 're sorry to hear you 're having surgery , justin and hope you get back on your feet quickly . __rep>",
2591137,OTHER,airlines.csv:23417,<cust__ enjoyed another upgrade from __airport_code__ to __airport_code__ . thanks __company__ ! __twitter_tag__ hoping for __twitter_tag__ this christmas . __twitter_tag__ __twitter_tag__ __twitter_tag__ __cust>,<rep__ __cust__ we always love having you up front with us ! hope you have a great rest of your week . __rep>,
859334,CHGFLT,airlines.csv:27704,<cust__ __company__ when 's your next flights from dusseldorf to london ? my cousin missed his connection and is stuck in the airport __cust>,<rep__ __cust__ our next flight fom dusseldorf to london heathrow departs at __num__ - i hope the airport staff have helped your cousin out ? ^karen __rep>,
974286,OTHER,airlines.csv:36587,<cust__ __company__ want me to spend money __cust>,<rep__ __cust__ we just thought you deserved a vacation . just saying . __initials__ __rep>,
328140,BAGGAGE,airlines.csv:13060,"<cust__ i 'm a loyal __company__ customer and honestly love flying on them , but how do you not put bags onto a flight ? smh __cust>","<rep__ __cust__ our sincere apologies for the delay . our team will have the bags ready asap and we really appreciate your patience ! __rep> <cust__ __company__ thank you , and please do . there are work related products in there that are time sensitive __cust> <rep__ __cust__ we totally understand how valuable your time is . thanks a lot for hanging in there with us . __rep>",
2816023,INFLIGHTENT,airlines.csv:11334,<cust__ __company__ your inflight wifi is a joke __cust>,"<rep__ __cust__ our apologies for the bad impression caused , katie . for issues with gogo inflight , please reach out to them directly for troubleshooting assistance . __initials__ __rep>",
290172,INFLIGHTENT,airlines.csv:25906,<cust__ __company__ why was my screen bigger on my shorthaul flight from __airport_code__ -lhr then on my long haul from __airport_code__ -yvr ? how does that make sense ! __cust>,<rep__ __cust__ __num__ / __num__ we substituted an aircraft for this particular flight . ^linds __rep> <cust__ __company__ __cust__ airline . still waiting my refund __cust>,
1418154,OTHER,airlines.csv:5931,<cust__ issues with __airport_code__ airplanes on __airport_code__ day on __company__ __cust>,<rep__ __cust__ my apologies for this and we do want to make this right for you . i see our customer care team has advised you to call back after ... __num__ / __num__ __rep>,
2109140,TERMFACS,airlines.csv:31491,<cust__ __company__ its the __num__ st century . why are there no power sockets at seating areas in your lounges in your flagship terminal ( __airport_code__ t __num__ ) . its disgraceful . __cust>,"<rep__ __cust__ hi tim , i 'm sorry to hear this . did you report this to the staff in the lounge ? ^tom __rep> <cust__ __company__ what exactly are the lounge staff going to do about it ? ! it needs ba ( or your subcontractors or whatever ) to wake up to the __num__ st century and install power sockets ? i dont know how much clearer i can spell out the issue i am talking about ? __cust> <rep__ __cust__ hi tim , we will get this reported back to our customer service experience team . i 'm sorry for any inconvenience caused . ^tom __rep>",
2708369,BAGGAGE,airlines.csv:42038,<cust__ why does n't __twitter_at__ just give me a free personal __airport_code__ free carry on.. be like __company__ where there 's no limit to clothes you can bring ! __cust>,"<rep__ __cust__ we do that all of the time , you get the wonderful choice of taking either options . our main cabin tickets allow you to have both . __rep>",
1749413,CHECKIN,airlines.csv:7244,<cust__ __company__ if kids are traveling with parent from ny to fl do they need identification ? __cust>,<rep__ __cust__ hi dani . children age __num__ and younger do not need identification to show to __airport_code__ or us . __initials__ __rep> <cust__ __company__ thank you ! __cust> <rep__ __cust__ you are very welcome . have a wonderful day ! __initials__ __rep>,
1090012,OTHER,airlines.csv:16403,"<cust__ are all your employees savages , __company__ ? __cust>",<rep__ __cust__ we strive to provide exceptional service at all time . our apologies . we 're glad to see you 've been upgraded on the flight . __rep> <cust__ __company__ the thing is ... .. i wasnt . theyre teaching me a lesson for missing my earlier flight . __cust> <cust__ __cust__ __company__ did you make it to where you were going on time ? __cust>,
1921185,DELAY,airlines.csv:20155,"<cust__ __company__ __airport_code__ , do n't tell me you regret the delay/inconvenience . that line is overused . work on the problems at aa . __cust>",<rep__ __cust__ we dislike when delays happen and do all we can to avoid them . we know your time is valuable and appreciate you hanging in there with us . __rep>,
943760,OTHER,airlines.csv:36501,<cust__ so excited about flying with __company__ tomorrow ! __cust>,"<cust__ __cust__ __company__ if it 's not official travel , __airport_code__ is the only airline i fly . __cust> <cust__ __twitter_at__ __company__ theyre really good ! __cust> <rep__ __cust__ were so excited to see you tomorrow , gabrielle ! __initials__ __rep>",
699824,REWARDS,airlines.csv:35671,<cust__ the southwest rapid rewards credit card-the only travel card that will be shut off for fraud concerns when you use it while traveling . __company__ __twitter_tag__ __twitter_tag__ __twitter_tag__ __twitter_tag__ __cust>,"<rep__ __cust__ we hear ya , jean . share this feedback with chase and let them know ! just like us , they love to hear from their customers . __initials__ __rep>",
2455641,CUSTSUPP,airlines.csv:9757,"<cust__ __company__ ... __airport_code__ cathy ( sp ) of the __airport_code__ call center provides great service tonight . professional , knowledgeable & pleasant . she deserves recognition . __twitter_tag__ __cust>","<rep__ __cust__ thank you for reaching out brodes , i will forward this to her management team . __initials__ __rep>",
670634,BAGGAGE,airlines.csv:2496,<cust__ __company__ hello ! my flight is tomorrow and i dont want to check-in any bags . can i have a perfume thats a __num__ ml and a laptop in my carry-on bag ? and is there a limit for the amount of perfumes i can carry with me ? __cust>,<rep__ __cust__ good evening ! liquids in your carry-on can not exceed __num__ ounces . you may carry your laptop in your carry-on as well . __initials__ __rep>,
1548955,CHECKIN,airlines.csv:29734,<cust__ __twitter_at__ wondering about checking in for __company__ international flight tomorrow at end of thanksgiving weekend at __num__ pm . two or three hours ? __cust>,<rep__ __cust__ hi there . sorry for the late reply . check-in opens at washington dulles airport __num__ hours and __num__ minutes before departure . ^neil __rep>,
2013280,CUSTSUPP,airlines.csv:31250,<cust__ __company__ please call me urgently . we have sent complaint via email and followed process and nothing has been done __cust>,"<rep__ __cust__ hi romy , can you direct message your case reference , full name , email and telephone number . then we 'll look into this for you . ^raj __rep>",
2592451,CHECKIN,airlines.csv:10391,<cust__ __company__ i 've been trying for three days to request a special meal for an international flight leaving sat night . getting an uh oh message __cust>,"<rep__ __cust__ hi , ronni . i 'm sorry about that . what type of special meal do you need ? __initials__ __rep> <cust__ __company__ my hushband , wayne rothstein needs a diabetic meal __cust> <cust__ __company__ is this what you need hyfmha __cust>",
1962248,BAGGAGE,airlines.csv:20296,"<cust__ __company__ i am very upset with this airline , i stole many things from my luggage , i am going to sue them for thieves . __cust>","<rep__ __cust__ we 're very sorry to hear this , but please file a report with our baggage team at the airport . they 'll provide you with more details . __rep>",
1622185,CUSTSUPP,airlines.csv:6716,<cust__ `` current hold time is greater than two hours . '' good work __company__ . __cust>,<rep__ __cust__ i 'm sorry for the long wait . might i be able to help with this ? __initials__ __rep>,
1647090,BAGGAGE,airlines.csv:30059,<cust__ __company__ need your help ! left my guide book on flight ba __num__ to cancun ! any chance of getting it back ? please help ! __cust>,"<rep__ __cust__ hi babs , any items left on board will be handed in to the arrival airport . you can contact cancun lost property on ( __num__ ) __num__ __num__ . we hope you 're reunited very soon . ^natalie __rep>",
1745922,INFLIGHTENT,airlines.csv:7235,<cust__ __company__ hi what meal will be provided on __num__ pm flight from __airport_code__ to __airport_code__ tonight __cust>,"<rep__ __cust__ hi there mallory , i am showing both a dinner and breakfast will be served on your flight today . __initials__ __rep> <cust__ __company__ what food __cust> <rep__ __cust__ for dinner , you 'll get a salad , a choice of __num__ entres , cheese , crackers , bread , and dessert . ( __num__ / __num__ ) __initials__ __rep>",
1635537,TERMOPS,airlines.csv:6792,<cust__ __company__ pls my mom is at __airport_code__ ... i need someone to page her . she got off flight # __airport_code__ __num__ zg almost an hr ago . pls help . __cust>,"<rep__ __cust__ my apologies for the delayed response , jacob . have you been able to reach your mother ? __initials__ __rep> <cust__ __company__ yes , she found her way home . i 'm glad . thanks . __cust> <rep__ __cust__ this is wonderful to hear . you had us a bit worried with your initial tweets . glad all is well ! __initials__ __rep>",
2360044,INFLIGHTENT,airlines.csv:41002,<cust__ __company__ no screens on your planes ? what is this the __num__ s ? stop being so cheap . bad look . __cust>,<rep__ __cust__ howdy jared . we appreciate you reaching out as we know customer feedback is a catalyst for improvement . __initials__ __rep>,
43473,TERMOPS,airlines.csv:87,<cust__ __company__ did a great job in taking an ignorant idiot off our flight today . delayed - but better safe than sorry . thank you for our safety . __cust>,<rep__ __cust__ apologies for delay frank ! we appreciate your patience . __initials__ __rep> <cust__ __company__ none needed . very professional crew . thank you ! ! ! __cust> <rep__ __cust__ we truly appreciate your feedback and my sincere apologies again for your inconvenience . __initials__ __rep>,
466941,DELAY,airlines.csv:13730,<cust__ well plane in dallas has some issues ! cant get off or on ! hour delay ! lordy ! hope it gets fixed soon __company__ ! at least everyone is in good spirits and the staff is very nice ! __cust>,<rep__ __cust__ we 'll get you going as fast as possible . we 're happy to check on an update if you need one . __rep> <cust__ __company__ nope still waiting ! but at least we got air now ! __cust>,
247725,OTHER,airlines.csv:34487,"<cust__ even though my __company__ flight is __num__ hour late , i love them ! # __airport_code__ to __twitter_tag__ __cust>","<rep__ __cust__ apologies for the wait but we hope you enjoy the ride ! thanks for choosing southwest , carla ! __initials__ __rep>",
1049063,OTHER,airlines.csv:16177,<cust__ some days im embarrassed that __company__ is my airline of choice # __airport_code__ # __airport_code__ __twitter_tag__ __cust>,<rep__ __cust__ we want you to always be proud to be part of our faamily . what 's going on ? __rep>,
1074127,BAGGAGE,airlines.csv:4361,"<cust__ __company__ hi there its about __num__ month im waiting for my money back from delta , for the bills and my damaged baggage __cust>","<cust__ __company__ i emailed several times for reminding , and you told me it taks __num__ week to solve my problem but it taks too long , its embarrassing __cust> <rep__ __cust__ hello . apologies for the delay . did you file your claim via our website ? __initials__ __rep> <cust__ __company__ i did ! ! ! ! ! several times ! ! ! and no response __cust>",
2469823,OTHER,airlines.csv:41285,<cust__ i work for a miracle company . i love you __company__ . __cust>,"<rep__ __cust__ we love you too , prilly ! have a great day ! __initials__ __rep>",
